2026-08-26T21:40:03.443194+00:00,2026-08-26 21:35:00+00:00,BUY,4593.81,4591.01,4598.49,1.87,50.1,2.81,2.8%,PENDING,
2026-08-27T00:50:10.402620+00:00,2026-08-27 00:45:00+00:00,SELL,4607.19,4614.06,4595.72,4.59,41.0,6.88,6.9%,PENDING,
2026-08-27T01:20:03.321801+00:00,2026-08-27 01:15:00+00:00,BUY,4618.18,4609.62,4632.45,5.71,55.3,8.56,8.6%,PENDING,
